repayment_rate,payment_timeliness_ratio,avg_days_late,missed_payment_count,partial_payment_ratio,customer_tenure_days,num_transactions,avg_transaction_amount,credit_trend,is_january_window,is_default,archetype
0.6901,0.75,8.0,1,0.0,337,5,24169.55,1.5494,0,0,reliable
0.8773,0.375,21.6,1,0.1111,272,9,19274.98,0.6515,0,0,reliable
0.3747,0.25,16.67,3,0.1429,128,7,17338.47,1.5313,0,0,moderate
0.7322,1.0,0.0,1,0.0,45,3,9585.73,0.8033,0,0,reliable
0.9458,0.1667,22.6,0,0.1667,277,6,27754.65,1.1023,0,1,moderate
0.7756,0.4286,5.25,1,0.125,39,8,27226.78,0.9489,0,1,reliable
0.9444,0.8,15.0,0,0.2,115,5,18281.06,0.9904,0,0,reliable
0.7604,0.3333,9.5,1,0.0,45,4,13141.26,0.9585,0,0,reliable
0.096,0.0,49.0,4,0.2,92,5,24375.62,1.4028,0,1,high_risk
1.0,1.0,0.0,0,0.0,162,4,24902.6,0.2112,0,0,reliable
0.4067,0.5,58.0,1,0.3333,80,3,33711.11,1.0867,0,0,moderate
1.0,1.0,0.0,0,0.0,250,4,18411.49,0.5343,0,0,reliable
0.3505,0.75,17.0,5,0.1111,99,9,19152.29,1.4113,0,0,reliable
1.0,0.75,14.0,0,0.0,146,4,16644.09,0.8465,0,0,reliable
0.3916,0.5,41.0,2,0.25,259,4,13226.26,1.7742,0,0,reliable
0.6574,0.3333,13.0,0,0.3333,169,3,13599.28,1.352,1,0,reliable
0.2994,0.8,3.0,5,0.1,21,10,24607.32,1.129,0,0,reliable
0.6574,0.75,7.0,1,0.2,68,5,19147.98,0.5958,0,0,reliable
0.812,0.25,38.5,1,0.1111,127,9,23444.15,0.9043,0,0,reliable
1.0,0.0,6.0,0,0.0,133,2,30406.57,1.0,0,0,moderate
0.0214,0.0,16.0,3,0.25,119,4,22687.42,1.6885,0,1,high_risk
0.4479,0.0,82.25,4,0.125,331,8,21154.11,1.7826,0,0,moderate
0.2743,0.0,147.0,5,0.1667,195,6,22047.61,0.5533,0,1,high_risk
0.7533,0.3333,11.5,2,0.125,128,8,21559.16,0.6314,0,0,reliable
0.9193,0.3333,19.83,0,0.1111,221,9,22017.19,1.2583,0,1,reliable
0.4124,0.0,58.33,1,0.25,354,4,26010.91,1.1634,0,1,high_risk
1.0,0.5,49.0,0,0.0,99,2,9393.53,1.0,0,1,high_risk
1.0,0.5714,6.0,0,0.0,250,7,15322.68,0.7464,0,0,reliable
0.5412,0.0,36.4,3,0.125,210,8,20422.85,1.5029,0,0,moderate
0.7415,0.2857,15.2,1,0.125,225,8,21224.75,1.3408,0,1,moderate
0.7019,0.3333,9.5,1,0.0,56,4,30854.89,1.1924,0,1,reliable
0.7211,0.7143,7.5,2,0.1111,217,9,16721.37,0.9608,1,0,reliable
0.8007,0.8,7.0,1,0.0,144,6,25737.43,0.6602,0,0,reliable
0.6235,1.0,0.0,1,0.5,164,2,19885.88,1.0,0,0,moderate
0.9019,0.125,50.86,1,0.1111,255,9,19700.49,0.8181,0,1,reliable
1.0,0.8333,8.0,0,0.0,222,6,24804.39,1.0015,0,0,reliable
0.3565,0.5,18.0,2,0.0,297,4,21523.13,0.9035,0,0,reliable
0.5285,0.5,183.0,2,0.25,245,4,13599.57,0.713,0,1,moderate
0.6094,0.6667,4.0,1,0.25,155,4,22944.66,1.3416,1,0,reliable
0.9232,0.0,11.5,0,0.25,153,4,22744.98,0.7562,0,0,reliable
0.3088,0.0,50.0,3,0.25,80,4,22776.13,0.0911,0,1,high_risk
1.0,0.5556,9.0,0,0.0,96,9,13956.45,0.7576,0,0,reliable
0.8514,0.5,4.25,1,0.0,254,9,21144.09,1.2788,0,0,reliable
0.6817,0.6667,6.0,1,0.0,196,4,25283.82,1.2734,1,0,reliable
0.8577,0.2,33.0,1,0.1667,374,6,27858.39,0.9011,0,1,reliable
0.1728,0.0,69.0,5,0.1429,165,7,19349.28,1.1561,0,0,high_risk
1.0,0.7143,5.5,0,0.0,137,7,20991.11,0.9223,0,1,reliable
0.7859,0.5,32.33,1,0.1429,176,7,24303.41,1.223,0,0,reliable
0.8951,0.6667,6.0,1,0.1429,57,7,16086.72,0.6573,0,1,reliable
0.0,0.5,0.0,5,0.0,33,5,27011.14,0.8273,0,1,high_risk
0.7522,0.0,26.0,0,0.1667,170,6,19294.27,1.4871,0,0,moderate
0.8672,0.3333,71.0,0,0.3333,193,3,18064.88,0.7608,0,0,moderate
1.0,0.6,6.0,0,0.0,237,5,28606.5,1.3067,0,0,reliable
1.0,0.5556,6.25,0,0.0,175,9,21141.19,1.1153,1,0,reliable
0.7148,0.5,15.75,1,0.1111,96,9,19701.76,1.476,0,0,reliable
0.6351,0.5,4.0,1,0.3333,32,3,23253.1,1.0674,0,0,reliable
0.4264,0.5,9.0,5,0.1429,29,7,16555.07,0.6363,0,1,moderate
1.0,0.5714,5.33,0,0.0,170,7,23623.75,0.9193,0,1,reliable
1.0,0.75,6.0,0,0.0,169,4,12233.6,0.6187,0,0,reliable
0.8842,0.0,17.33,1,0.0,118,4,22168.22,0.4634,0,1,moderate
0.7842,0.4286,6.0,2,0.1111,66,9,16887.48,0.7001,0,0,reliable
0.5628,0.0,47.75,3,0.1429,259,7,16904.77,1.0611,0,0,high_risk
0.0,0.5,0.0,5,0.0,16,5,20558.55,1.4904,0,0,moderate
0.6877,0.5,9.5,1,0.0,234,5,22587.0,1.5613,0,0,reliable
1.0,0.75,11.0,0,0.0,91,4,21493.88,1.7445,0,0,reliable
0.6499,0.4,12.0,2,0.1429,62,7,24158.8,0.9579,0,0,reliable
0.7267,0.75,18.5,2,0.1,113,10,22850.93,0.9783,0,0,reliable
0.5798,0.0,48.5,2,0.1667,228,6,29904.49,0.9373,0,0,moderate
0.9093,0.5,20.33,0,0.1667,167,6,18939.86,0.7317,0,0,reliable
0.1615,1.0,0.0,4,0.1429,35,7,18707.98,1.7129,0,0,reliable
0.9013,0.7,9.67,0,0.1,171,10,25990.74,1.372,0,0,reliable
0.9649,0.3333,4.0,1,0.0,38,4,16095.01,0.1404,0,1,reliable
0.3527,0.0,30.0,3,0.0,50,4,20653.95,1.2434,0,0,high_risk
0.8167,0.1667,42.4,0,0.1667,295,6,26974.43,1.4021,0,1,reliable
0.1003,0.0,24.0,3,0.25,73,4,14978.31,0.7687,0,1,high_risk
0.8414,0.6,3.0,3,0.0,186,8,17739.22,0.5101,0,0,reliable
0.5739,0.3333,16.5,1,0.25,121,4,22828.8,1.2251,1,1,moderate
1.0,0.8333,7.0,0,0.0,118,6,24449.25,0.9443,0,0,reliable
0.457,0.0,41.5,4,0.125,205,8,19841.4,1.5283,0,0,moderate
0.2957,0.5,27.0,3,0.0,102,5,21737.13,0.3462,1,0,moderate
0.4912,0.0,103.5,1,0.3333,247,3,32227.55,1.0392,0,1,moderate
0.8935,0.4,18.33,0,0.2,141,5,29204.59,1.2477,0,0,reliable
0.7482,0.6,6.5,2,0.0,47,7,16516.68,0.8813,0,1,reliable
1.0,1.0,0.0,0,0.0,241,6,15658.91,1.1484,0,0,reliable
0.8195,0.6667,6.5,1,0.0,95,7,15196.32,1.6398,0,0,reliable
0.1952,0.5,12.0,4,0.1667,59,6,21814.65,1.2198,0,0,reliable
0.2079,0.0,22.0,1,0.5,93,2,19250.13,1.0,0,1,high_risk
0.7513,0.4,16.33,2,0.0,256,7,15827.5,0.8704,0,0,moderate
0.6676,0.8333,19.0,3,0.1111,249,9,21399.75,0.9836,0,0,reliable
1.0,0.75,9.0,0,0.0,253,4,22497.05,0.2298,0,0,reliable
0.8875,0.4444,12.0,0,0.1111,208,9,19624.97,0.9457,0,0,reliable
0.4942,0.0,35.25,6,0.1,129,10,15673.04,0.7363,0,0,reliable
0.7449,0.0,73.0,1,0.5,183,2,20868.62,1.0,0,1,moderate
0.6245,0.5,2.0,3,0.1429,142,7,26646.72,0.5102,0,0,reliable
0.8244,0.8571,12.0,0,0.1429,132,7,15772.32,1.3317,0,0,reliable
0.0,0.5,0.0,3,0.0,29,3,18698.47,1.7636,0,1,high_risk
0.8073,0.5,19.67,1,0.1429,180,7,23011.05,1.1066,0,1,moderate
0.6148,0.5,6.33,3,0.1111,31,9,14033.23,0.9501,0,0,reliable
0.3417,0.0,50.33,3,0.1667,223,6,28622.98,1.3226,0,0,moderate
0.5154,0.25,6.33,3,0.1429,58,7,17347.27,1.2614,0,0,reliable
0.8447,0.0,29.0,1,0.1111,183,9,21443.67,1.1835,0,0,reliable
0.7986,0.5,21.75,2,0.1,250,10,22243.14,0.6767,0,0,reliable
0.4288,0.0,15.33,0,0.3333,44,3,13998.52,1.7137,0,1,moderate
1.0,0.6667,7.33,0,0.0,140,9,27062.9,1.277,0,0,reliable
0.6686,0.3333,22.75,1,0.1429,172,7,25080.74,1.1695,0,0,reliable
0.2581,0.0,54.0,5,0.0,254,7,22725.79,0.8599,0,0,high_risk
0.6832,0.0,33.33,2,0.2,195,5,17048.18,0.2476,1,1,moderate
0.8813,0.25,42.0,0,0.125,350,8,24466.33,1.4102,0,0,reliable
0.3562,0.0,38.0,1,0.5,249,2,18586.75,1.0,0,1,high_risk
0.7774,0.1667,17.6,1,0.1429,177,7,18048.84,1.0837,0,1,moderate
0.8309,1.0,0.0,1,0.0,152,4,28779.72,0.6763,0,0,reliable
0.8844,0.8571,1.0,0,0.1429,296,7,20622.84,0.8572,0,1,reliable
1.0,0.75,4.0,0,0.0,58,4,17854.0,0.4303,0,1,reliable
0.3846,0.0,45.0,4,0.1429,124,7,18728.72,0.8399,0,0,moderate
0.5537,0.3333,49.0,1,0.25,149,4,22081.4,0.8657,0,0,moderate
0.8512,0.0,38.5,0,0.125,217,8,23500.39,1.0212,0,1,moderate
0.7743,0.4286,36.25,2,0.1111,125,9,30098.9,0.927,0,0,reliable
0.9795,0.6667,11.67,0,0.1111,166,9,24118.8,0.6739,0,1,reliable
1.0,1.0,0.0,0,0.0,202,5,26920.3,1.4521,0,0,reliable
1.0,0.5,23.0,0,0.0,116,2,14197.19,1.0,0,1,moderate
0.7454,0.5714,10.0,1,0.125,74,8,21939.63,1.0775,0,0,reliable
0.8021,0.4286,19.75,0,0.1429,153,7,23719.7,1.5069,0,0,reliable
0.9031,0.25,21.0,0,0.25,90,4,14784.49,0.8851,0,1,moderate
1.0,0.75,19.0,0,0.0,236,4,27900.12,0.2747,0,0,reliable
0.4195,0.6667,5.0,1,0.25,83,4,17653.48,1.7021,0,0,reliable
0.987,0.4444,9.2,0,0.1111,125,9,18262.65,0.7796,0,0,reliable
0.7204,0.2,27.75,3,0.125,263,8,22629.55,0.3661,0,0,reliable
1.0,1.0,0.0,0,0.0,92,3,16590.96,0.1455,0,0,reliable
0.9105,0.0,38.0,0,0.5,135,2,14542.0,1.0,0,0,moderate
1.0,0.75,7.0,0,0.0,156,4,22039.63,0.7343,1,1,reliable
0.8434,0.3333,5.0,1,0.0,59,4,32296.67,0.6265,0,1,reliable
0.0893,0.0,105.0,3,0.25,169,4,17703.56,1.2863,0,0,moderate
0.2518,0.0,113.5,2,0.25,275,4,20367.07,0.585,0,1,high_risk
0.4729,0.0,22.0,2,0.3333,90,3,19393.23,0.2141,0,0,moderate
0.6177,1.0,0.0,1,0.0,228,4,20185.92,1.5292,0,0,reliable
0.0944,0.0,25.0,2,0.3333,76,3,23749.03,0.733,0,1,high_risk
0.5467,0.2,11.25,3,0.0,219,8,21246.96,1.1464,0,0,moderate
0.6154,0.5,27.0,2,0.0,149,6,17310.77,1.1537,0,1,moderate
0.8551,0.75,55.0,0,0.25,183,4,25840.04,1.1516,0,1,reliable
0.9611,0.5714,39.33,1,0.0,230,8,24249.13,0.9203,0,0,reliable
0.281,0.3333,2.5,4,0.0,86,7,13615.41,0.6403,0,0,reliable
0.6393,0.2,60.25,1,0.1667,186,6,20098.61,1.3787,0,1,high_risk
0.6116,0.0,34.0,2,0.1667,193,6,19548.12,1.0275,0,0,moderate
0.7068,0.6667,4.0,3,0.1111,91,9,18274.57,0.6301,0,0,reliable
0.0,0.5,0.0,2,0.0,53,2,25596.03,1.0,0,0,moderate
0.8523,1.0,0.0,2,0.0,99,8,28974.88,0.5908,0,0,reliable
0.9291,0.2222,27.71,0,0.1111,235,9,20511.85,1.4299,0,0,reliable
0.376,0.0,44.0,1,0.5,112,2,13195.82,1.0,0,1,high_risk
0.9839,1.0,0.0,0,0.3333,197,3,16123.01,0.1347,0,0,reliable
0.327,0.0,5.0,1,0.5,35,2,27431.28,1.0,0,0,moderate
0.7624,0.5714,8.0,2,0.0,83,9,25720.26,0.9871,0,0,reliable
0.2993,0.0,21.0,2,0.25,73,4,32557.17,1.197,0,1,high_risk
1.0,0.75,17.0,0,0.0,226,4,19783.0,0.3395,0,0,reliable
0.2661,0.6667,10.0,4,0.0,94,7,15475.38,0.4233,0,0,reliable
0.5108,0.5,61.5,3,0.1429,250,7,21134.1,1.052,0,0,reliable
0.273,0.0,37.0,1,0.3333,153,3,20026.63,0.8077,0,0,reliable
0.8943,0.375,21.4,0,0.125,285,8,21759.99,0.9338,0,0,reliable
0.9238,1.0,0.0,0,0.25,373,4,18484.26,0.7124,0,0,reliable
0.9612,1.0,0.0,1,0.0,240,4,25543.64,0.1551,0,1,reliable
0.546,0.0,13.0,1,0.25,111,4,30232.99,1.0831,0,1,moderate
0.9116,0.5,3.0,1,0.0,177,3,18407.64,0.2653,0,1,reliable
0.2175,0.0,176.0,2,0.3333,233,3,13116.24,0.6526,0,1,high_risk
0.7698,0.25,13.67,1,0.1111,103,9,20938.81,0.9365,0,0,reliable
0.1441,0.0,48.0,5,0.1667,239,6,17909.86,0.3344,0,1,high_risk
0.5174,0.0,21.0,1,0.5,43,2,21856.89,1.0,0,1,high_risk
0.8677,0.5,28.0,0,0.25,107,4,25905.61,1.5095,0,1,reliable
0.8725,0.8,18.0,1,0.0,58,6,13826.74,0.5822,0,0,reliable
0.0,0.5,0.0,6,0.0,47,6,16467.76,1.6187,0,0,high_risk
0.6488,0.2,22.0,2,0.1429,197,7,16939.94,0.8864,0,0,moderate
1.0,0.4286,7.0,0,0.0,62,7,19775.18,0.92,0,1,reliable
0.932,0.6,14.5,0,0.2,68,5,17493.98,1.6915,0,1,reliable
0.9399,0.625,20.33,1,0.0,204,9,22789.34,1.1992,0,0,reliable
1.0,0.5,6.5,0,0.0,239,4,32256.76,1.0106,0,0,reliable
1.0,1.0,0.0,0,0.0,272,7,26750.53,1.0306,0,0,reliable
0.9112,1.0,0.0,0,0.5,119,2,11268.56,1.0,0,1,high_risk
0.9223,0.875,1.0,1,0.1111,256,9,18376.92,0.7052,0,0,reliable
0.7487,0.75,10.0,1,0.0,114,5,21670.54,1.2564,0,0,reliable
0.0925,1.0,0.0,6,0.125,50,8,21953.25,1.192,0,1,moderate
1.0,1.0,0.0,0,0.0,230,3,24641.62,0.9727,0,0,reliable
0.7692,0.2,39.0,1,0.1667,274,6,18656.86,1.1374,0,0,moderate
0.8957,0.5,36.75,1,0.1111,296,9,20882.61,1.1975,0,1,reliable
0.8284,0.0,22.14,0,0.1429,285,7,23513.97,1.406,0,1,moderate
1.0,0.8571,3.0,0,0.0,283,7,20921.06,0.818,0,0,reliable
0.9086,0.5,6.0,0,0.1667,264,6,15877.63,1.1911,0,1,reliable
0.9153,0.5,7.67,1,0.0,150,7,23897.12,0.8344,0,0,reliable
0.3547,0.3333,7.5,3,0.1667,42,6,16001.97,1.6676,0,1,moderate
0.4211,0.0,39.0,2,0.2,100,5,23291.71,1.3171,0,1,high_risk
0.6211,0.6667,8.0,1,0.0,253,4,18179.48,1.5157,0,0,reliable
0.5423,0.5,7.0,2,0.0,136,4,26164.44,1.0906,0,0,reliable
1.0,0.75,33.0,0,0.0,181,4,26268.4,0.7681,0,1,reliable
0.6222,0.3333,17.75,2,0.125,137,8,25477.75,1.1898,0,0,reliable
0.0,0.5,0.0,3,0.0,20,3,28739.09,1.0787,0,0,moderate
0.8181,0.2857,36.8,1,0.125,228,8,18080.42,0.8949,0,0,reliable
0.9014,0.5,9.33,1,0.0,101,7,22944.36,0.5922,0,0,reliable
0.7332,0.6667,2.0,2,0.0,32,5,29457.88,0.7779,0,1,reliable
0.5223,0.0,22.0,2,0.25,128,4,13435.95,0.2355,0,0,moderate
0.7121,0.5714,12.0,2,0.1111,197,9,21319.45,1.0002,0,0,reliable
0.453,0.3333,8.5,4,0.1429,56,7,23166.58,0.5054,0,1,moderate
0.6794,0.0,24.8,1,0.1667,227,6,17804.15,1.1269,0,1,moderate
0.1728,1.0,0.0,7,0.125,31,8,23890.5,0.9841,0,0,moderate
0.0,0.5,0.0,4,0.0,19,4,24721.49,0.5273,0,1,high_risk
0.4106,0.6667,14.0,3,0.1667,34,6,28736.12,0.6181,0,1,moderate
0.615,0.5,2.0,2,0.0,269,4,17565.2,0.6922,0,0,reliable
0.4664,0.0,47.0,1,0.5,221,2,25491.78,1.0,0,1,high_risk
0.5008,0.0,20.5,3,0.1429,85,7,17194.16,1.2736,0,0,reliable
1.0,0.5,18.5,0,0.0,145,4,22260.54,1.1461,0,0,reliable
0.9659,0.75,5.0,0,0.125,168,8,22195.96,0.4703,0,0,reliable
0.1574,0.0,36.0,6,0.1429,167,7,26655.62,0.1742,0,0,moderate
0.201,0.0,18.5,5,0.1429,68,7,24658.98,1.0557,0,1,moderate
0.7686,0.5,32.0,1,0.2,140,5,20086.34,0.5544,0,0,moderate
0.5622,0.0,51.0,1,0.5,87,2,15632.62,1.0,0,0,moderate
0.631,0.4286,17.25,3,0.1,41,10,18609.18,1.0401,0,0,reliable
1.0,0.4286,6.75,0,0.0,241,7,22823.87,0.9199,0,0,reliable
0.226,0.5,3.0,3,0.2,18,5,17777.21,0.6696,0,0,reliable
0.5656,0.5,24.5,3,0.1429,99,7,22812.83,1.2948,0,0,moderate
0.5958,1.0,0.0,1,0.0,136,3,29336.01,1.2127,0,0,reliable
0.1015,1.0,0.0,7,0.0,17,8,17847.32,0.6402,0,0,moderate
0.124,1.0,0.0,6,0.1429,32,7,21772.28,0.2128,0,0,reliable
0.8774,0.5,6.0,1,0.0,147,3,26290.04,0.3679,0,0,reliable
0.0584,0.0,46.0,5,0.1667,115,6,26861.98,0.4558,0,1,high_risk
0.6197,0.8,8.0,2,0.0,164,7,28253.01,1.3309,0,0,reliable
0.9163,0.8889,7.0,0,0.1111,204,9,25432.27,0.7814,0,0,reliable
0.8036,0.4,35.33,1,0.1667,140,6,29671.35,0.8592,1,0,reliable
0.598,0.25,15.33,1,0.2,128,5,28097.26,1.1809,0,0,moderate
0.7934,0.625,7.67,2,0.0,120,10,24013.36,0.9947,0,1,reliable
0.7925,0.3333,15.5,1,0.0,151,4,11021.54,0.8302,0,0,reliable
1.0,0.75,3.0,0,0.0,184,4,11390.62,0.2327,0,0,reliable
0.2157,0.0,47.5,4,0.1667,290,6,17208.59,0.5844,0,0,high_risk
0.5352,0.5,9.5,3,0.0,123,7,19667.32,1.1738,1,0,reliable
0.2104,0.5,32.0,2,0.25,91,4,22310.34,0.9462,0,0,high_risk
0.7763,0.8333,5.0,0,0.1667,233,6,15975.5,0.9383,0,1,reliable
0.2805,0.0,56.0,4,0.1667,73,6,21523.47,1.2716,0,0,moderate
0.7205,1.0,0.0,1,0.0,111,4,33975.72,1.1179,0,0,reliable
0.9414,0.6667,6.0,1,0.0,185,10,22271.11,0.6581,0,1,reliable
0.5274,0.5,3.0,1,0.0,20,3,14882.09,1.4178,0,0,reliable
0.6849,0.5,25.0,1,0.0,181,3,26722.72,0.9452,0,0,moderate
0.0,0.5,0.0,8,0.0,20,8,23625.4,0.9506,0,1,moderate
0.3246,0.3333,45.0,5,0.125,183,8,26179.16,1.0324,0,0,moderate
0.8111,0.5714,30.33,2,0.1111,215,9,18980.14,0.6338,1,0,reliable
0.9544,0.5,4.33,0,0.1667,148,6,15763.23,1.0091,0,1,reliable
1.0,0.6,8.0,0,0.0,88,5,24773.0,1.1991,0,1,reliable
0.6706,0.0,4.5,2,0.25,115,4,21111.6,0.4851,0,0,reliable
0.2759,0.0,87.0,5,0.1667,231,6,22640.46,0.5901,0,1,high_risk
0.0,0.5,0.0,6,0.0,58,6,19928.7,1.2397,0,0,high_risk
0.608,0.5,13.0,1,0.0,65,3,29743.92,1.1759,0,1,moderate
0.5482,0.25,10.0,1,0.0,92,5,11130.39,2.2591,0,0,reliable
0.5647,1.0,0.0,1,0.1667,43,6,19613.72,1.3461,0,0,reliable
0.508,0.0,40.33,1,0.25,291,4,19750.28,1.3016,0,1,moderate
0.5835,0.0,61.4,3,0.125,225,8,27407.17,0.9207,0,0,moderate
0.1534,0.0,103.0,5,0.1667,153,6,20643.98,0.445,0,1,high_risk
0.8038,0.0,18.29,1,0.125,177,8,25880.16,0.816,0,1,moderate
0.5785,0.6667,14.0,1,0.25,62,4,11866.69,0.4927,0,0,reliable
0.9449,1.0,0.0,0,0.25,110,4,20522.48,0.6208,0,0,reliable
0.8391,0.0,17.5,1,0.1429,104,7,20418.63,1.0214,0,1,reliable
1.0,0.75,1.0,0,0.0,145,4,18898.11,0.7734,0,0,reliable
1.0,0.4,16.67,0,0.0,190,5,14898.81,1.0539,0,1,moderate
0.5242,0.25,23.0,2,0.1667,80,6,29155.24,1.2915,0,0,moderate
0.7619,0.5,10.67,1,0.1429,180,7,29354.06,1.252,0,0,reliable
0.4731,0.0,8.0,2,0.25,83,4,23591.67,0.7538,0,1,moderate
0.8161,0.0,14.6,2,0.1429,65,7,20650.94,0.5058,0,0,moderate
1.0,1.0,0.0,0,0.0,125,3,12169.16,1.0273,0,1,reliable
1.0,0.5,25.75,0,0.0,251,8,28071.23,1.2503,0,0,reliable
0.3432,0.0,46.67,5,0.125,118,8,12976.33,0.4494,0,1,moderate
0.283,1.0,0.0,3,0.25,42,4,11652.27,1.0679,0,0,reliable
0.6811,0.3333,50.25,1,0.1429,276,7,17315.75,1.5095,0,0,moderate
0.8344,1.0,0.0,0,0.2,38,5,18472.78,1.2973,0,1,reliable
0.9312,0.5714,10.33,1,0.0,116,8,31966.97,0.8252,0,0,reliable
0.3985,0.0,22.0,2,0.0,91,3,29522.14,0.7409,0,0,moderate
0.0598,0.0,105.0,2,0.3333,211,3,8829.61,0.3978,0,1,high_risk
0.5099,0.8333,7.0,3,0.0,119,9,18190.21,1.4704,0,0,reliable
0.4934,0.0,64.5,1,0.3333,81,3,24784.0,1.0018,0,1,moderate
0.4753,0.0,87.5,2,0.25,242,4,22006.22,0.1878,0,0,moderate
0.4854,0.0,7.0,1,0.0,272,2,28978.93,1.0,0,1,moderate
0.5411,0.75,15.0,2,0.1667,78,6,23304.01,1.2983,0,0,reliable
0.4014,1.0,0.0,3,0.0,39,4,23450.57,1.678,0,0,moderate
0.2203,1.0,0.0,3,0.0,21,4,23687.57,1.1439,0,1,moderate
0.8996,1.0,0.0,0,0.25,106,4,12818.71,1.5167,0,0,reliable
0.0,0.5,0.0,2,0.0,92,2,8054.51,1.0,0,1,high_risk
1.0,0.75,7.0,0,0.0,304,4,25669.85,0.554,0,0,reliable
0.9321,0.5,20.0,0,0.25,119,4,23120.02,1.2202,0,0,reliable
0.871,0.1429,29.67,1,0.125,158,8,17174.61,1.198,0,1,moderate
0.6545,0.0,37.8,1,0.1667,290,6,24535.48,1.0374,0,1,moderate
0.7562,0.0,54.33,1,0.25,294,4,14345.07,0.8516,0,0,moderate
0.479,0.0,21.0,1,0.3333,176,3,8429.97,0.7901,0,1,high_risk
0.0,0.5,0.0,5,0.0,174,5,15401.84,0.7517,0,1,high_risk
0.2683,1.0,0.0,3,0.25,32,4,31629.83,1.1069,0,0,reliable
0.8474,0.3333,34.75,1,0.1429,267,7,26113.34,0.79,0,0,reliable
0.5701,0.0,38.5,0,0.5,215,2,29751.21,1.0,0,0,high_risk
1.0,0.5,10.0,0,0.0,168,2,28496.2,1.0,1,1,moderate
0.5843,0.6667,3.0,1,0.0,45,4,17146.76,1.663,0,0,reliable
0.8702,0.75,5.0,0,0.25,224,4,19809.41,0.7802,0,0,reliable
0.7891,0.25,51.67,0,0.25,133,4,19886.64,0.9674,0,1,moderate
0.8512,0.1429,41.33,0,0.1429,157,7,21920.18,1.4079,0,0,moderate
0.7157,0.0,65.75,1,0.2,195,5,19093.55,1.2119,0,1,moderate
0.3596,1.0,0.0,2,0.25,41,4,10840.68,0.4515,0,1,reliable
0.3991,0.3333,55.0,3,0.1667,172,6,19482.1,1.1796,0,0,moderate
0.9931,0.2222,31.29,0,0.1111,280,9,20703.71,0.746,0,0,reliable
0.7436,0.0,16.0,1,0.1667,75,6,20238.42,1.025,0,1,moderate
0.6562,0.3333,9.0,1,0.0,147,4,15806.24,1.3752,0,0,moderate
0.6284,0.6667,100.0,2,0.2,208,5,23666.94,1.3985,0,0,reliable
0.5783,0.8333,3.0,1,0.1429,26,7,14506.79,1.5452,0,1,reliable
0.9219,0.3333,24.5,0,0.3333,103,3,25505.06,1.0015,0,1,moderate
0.5245,0.0,10.0,1,0.5,220,2,11323.61,1.0,0,0,moderate
0.1092,1.0,0.0,3,0.0,39,4,24458.06,1.5941,0,0,reliable
0.7512,0.2,11.0,2,0.1429,55,7,15760.4,0.7927,0,0,reliable
0.2972,0.0,27.5,5,0.1429,70,7,23108.19,0.7335,0,0,moderate
0.8803,0.7778,5.0,1,0.0,257,10,20061.63,1.1289,0,0,reliable
0.6025,0.6667,8.5,3,0.1111,110,9,15265.26,0.9403,0,0,reliable
0.946,0.4286,11.25,0,0.1429,95,7,20168.48,1.1608,0,1,reliable
0.9294,0.6667,7.33,1,0.1,197,10,21547.29,0.678,0,0,reliable
0.3019,1.0,0.0,3,0.0,42,4,13431.53,0.4381,0,0,high_risk
0.9366,0.0,42.0,0,0.5,114,2,20754.69,1.0,0,1,high_risk
0.8823,0.0,45.33,1,0.25,215,4,20551.24,0.152,0,0,reliable
0.7027,0.2857,59.6,2,0.1111,270,9,24571.65,1.221,0,1,reliable
0.9001,0.7778,5.0,1,0.0,85,10,26729.82,0.6393,0,0,reliable
0.7726,0.7143,12.5,2,0.0,109,9,21793.92,1.0885,0,0,reliable
0.3235,0.0,51.0,5,0.1429,231,7,25685.86,0.3525,0,0,high_risk
0.1365,0.0,28.0,1,0.5,211,2,26181.58,1.0,0,0,moderate
0.7143,0.25,32.67,2,0.1667,232,6,27402.83,0.5542,0,0,moderate
1.0,1.0,0.0,0,0.0,278,4,16001.22,1.657,0,1,reliable
0.7623,1.0,0.0,1,0.0,244,4,16440.66,0.9507,0,0,reliable
0.1782,0.0,28.0,5,0.1667,62,6,27460.76,1.3241,0,1,high_risk
0.3418,0.0,71.0,3,0.1667,160,6,15499.14,1.6225,0,1,high_risk
0.7175,0.75,7.0,1,0.0,91,5,21170.21,1.4126,0,0,reliable
0.8776,0.1429,38.17,0,0.1429,210,7,22068.19,0.8611,0,1,moderate
0.2527,1.0,0.0,4,0.0,44,6,30958.55,1.0836,0,0,reliable
1.0,0.75,4.0,0,0.0,207,4,12401.62,0.3839,0,0,reliable
0.3919,0.0,36.5,1,0.3333,88,3,36629.04,0.9776,0,0,high_risk
1.0,0.6667,3.0,0,0.0,188,3,9012.42,0.297,0,1,reliable
0.6444,0.6667,125.0,3,0.1667,230,6,23750.22,0.6031,0,0,reliable
0.9096,0.1111,14.12,1,0.1,113,10,21216.72,0.8082,0,0,reliable
0.8312,0.4286,11.0,2,0.0,40,9,15678.46,0.816,0,0,reliable
0.7229,0.625,10.0,2,0.1,261,10,19659.72,1.0447,0,0,reliable
0.1563,1.0,0.0,7,0.125,31,8,20609.97,1.2113,0,1,moderate
0.7414,0.3333,73.0,2,0.2,165,5,16576.13,0.8122,1,0,reliable
0.3643,1.0,0.0,1,0.5,78,2,22971.04,1.0,0,0,moderate
